         Part Number       Quantity   Unit Cost  Unit Price     Total Cost    Total Price
            31081490               1        20.71        20.71           20.71           24.06
            63706075              21        15.39        15.39          323.19          446.46
            14578137              41        16.99        16.99          696.59          872.07
            71540862              46        25.58        25.58         1176.68         1393.80
            43984612              76        25.76        25.76         1957.76         2394.76
            88046718              25        22.56        22.56          564.00          687.25
            18659990              43        15.01        15.01          645.43          892.68
            78907535              46        22.91        22.91         1053.86         1256.72
            16618211              24        17.44        17.44          418.56          498.72
            40160899              46        10.83        10.83          498.18          668.38
            27640169              59        10.52        10.52          620.68          905.65
            49052689              79        23.14        23.14         1828.06         2186.72
            17358405              66        15.82        15.82         1044.12         1391.28
            41721415              31        12.02        12.02          372.62          557.07
            88452976              45        13.45        13.45          605.25          802.35
            18659990              43        15.01        15.01          645.43          892.68
            34850784              89        12.43        12.43         1106.27         1395.52
            81296480              90        25.59        25.59         2303.10         2801.70
            46288741              98        26.86        26.86         2632.28         3196.76
            83740526              23        19.56        19.56          449.88          519.57
            21390393              99        10.14        10.14         1003.86         1394.91
            22231544              65        23.11        23.11         1502.15         1830.40
            60716308              47        20.86        20.86          980.42         1258.66
            42578554              20        17.59        17.59          351.80          428.80
            87951178              60        18.19        18.19         1091.40         1402.20
            56827836              55        15.74        15.74          865.70         1109.35
            80581530              95        11.64        11.64         1105.80         1519.05
            63689991              40        26.49        26.49         1059.60         1274.80
            70937179              64        12.78        12.78          817.92         1136.00
            83234292              26        23.80        23.80          618.80          760.24
            83762728              45        22.25        22.25         1001.25         1138.95
            36511952              85        13.32        13.32         1132.20         1518.95
            81982758              56        10.68        10.68          598.08          831.04
            21323997              81        12.74        12.74         1031.94         1311.39
            81106814               9        12.55        12.55          112.95          156.42
            75541722              78        22.80        22.80         1778.40         2025.66
            32895121              61        28.99        28.99         1768.39         1986.77
            42978025              89        27.65        27.65         2460.85         2969.04
            19103941              66        25.55        25.55         1686.30         1900.14
            72216160               2        10.67        10.67           21.34           29.44
            56664402              75        12.40        12.40          930.00         1194.75
            72771191               3        17.78        17.78           53.34           69.93
            22307784              99        14.22        14.22         1407.78         1977.03
            79334055              46        26.54        26.54         1220.84         1415.42
            75724437              74        23.26        23.26         1721.24         1988.38
            68458253              17        18.28        18.28          310.76          362.44
            69358897              32        23.73        23.73          759.36          919.36
            38561693              47        18.00        18.00          846.00         1034.00
            39458442              23        20.49        20.49          471.27          599.38
            49142030              36        23.15        23.15          833.40         1008.36
            27470967              10        16.17        16.17          161.70          203.60
            36473623              16        15.21        15.21          243.36          318.24
            14698138              39        15.68        15.68          611.52          822.12
            56886748              18        24.94        24.94          448.92          556.56
            47553915              25        19.60        19.60          490.00          631.00
            67317709              16        10.27        10.27          164.32          240.48
            77085365              41        22.53        22.53          923.73         1093.06
            86578282              36        29.59        29.59         1065.24         1206.36
            34171236              19        24.01        24.01          456.19          556.51
            58339617              68        13.73        13.73          933.64         1272.96
            28166727               8        17.58        17.58          140.64          186.72
            86457838              45        22.84        22.84         1027.80         1163.70
            17327188              41        23.79        23.79          975.39         1155.38
            63706075              21        15.39        15.39          323.19          446.46
            74627727              31        23.93        23.93          741.83          869.86
            88304184              84        18.55        18.55         1558.20         1943.76
            25725760              15        26.82        26.82          402.30          482.55
            37511487              37        25.77        25.77          953.49         1122.58
            42145649              30        19.23        19.23          576.90          747.00
            54036898              68        10.71        10.71          728.28          937.04
            80955309               3        16.51        16.51           49.53           60.21
            34307586              41        18.20        18.20          746.20          989.74
            17461679              54        10.76        10.76          581.04          903.96
            33686751              46        20.10        20.10          924.60         1092.04
            38561693              47        18.00        18.00          846.00         1034.00
            14366464              32        10.12        10.12          323.84          505.92
            35342162              75        29.91        29.91         2243.25         2598.75
            72247784              90        11.52        11.52         1036.80         1553.40
            18422552             100        22.06        22.06         2206.00         2726.00
            20766559              15        17.28        17.28          259.20          328.20
            11587650              37        10.76        10.76          398.12          552.04
            84179853              47        12.93        12.93          607.71          874.67
            17327188              41        23.79        23.79          975.39         1155.38
            84179853              47        12.93        12.93          607.71          874.67
            54036898              68        10.71        10.71          728.28          937.04
            76601028              28        21.49        21.49          601.72          717.36
            82258988              50        17.04        17.04          852.00         1038.00
            80101873              62        28.13        28.13         1744.06         2001.36
            72587977              76        24.53        24.53         1864.28         2261.00
            24467721               3        15.72        15.72           47.16           65.13
            38072280              17        22.95        22.95          390.15          487.05
            60716308              47        20.86        20.86          980.42         1258.66
            85525597              18        17.05        17.05          306.90          403.56
            46182485              57        11.19        11.19          637.83          896.61
            84623811               2        15.66        15.66           31.32           41.80
            71852096              57        26.92        26.92         1534.44         1750.47
            35304393              38        29.75        29.75         1130.50         1279.08
            37195393              94        25.99        25.99         2443.06         2817.18
            12968942              80        18.72        18.72         1497.60         1797.60
            14599689              68        21.52        21.52         1463.36         1805.40
            62481686              38        27.38        27.38         1040.44         1183.70
            58045576              64        10.51        10.51          672.64         1036.80
            75541722              78        22.80        22.80         1778.40         2025.66
            23842706              77        10.92        10.92          840.84         1119.58
            47216256              83        24.21        24.21         2009.43         2491.66
            68262175              92        19.83        19.83         1824.36         2254.00
            35342162              75        29.91        29.91         2243.25         2598.75
            50743173              92        24.91        24.91         2291.72         2728.72
            17103483              86        24.10        24.10         2072.60         2352.96
            15555649              71        18.67        18.67         1325.57         1567.68
            76502369               7        12.35        12.35           86.45          115.29
            65537294              64        21.96        21.96         1405.44         1764.48
            71529535              21        27.36        27.36          574.56          651.84
            88304184              84        18.55        18.55         1558.20         1943.76
            36020570              22        15.27        15.27          335.94          435.16
            81252880              16        14.36        14.36          229.76          288.64
            78407458               4        16.28        16.28           65.12           85.32
            42978025              89        27.65        27.65         2460.85         2969.04
            32913509              42        11.94        11.94          501.48          690.06
            27572106              22        25.71        25.71          565.62          694.32
            83234292              26        23.80        23.80          618.80          760.24
            75268158              29        13.03        13.03          377.87          546.36
            27972823              12        28.73        28.73          344.76          386.04
            49265048              58        13.50        13.50          783.00         1096.20
            50317035              30        22.64        22.64          679.20          770.40
            49013255              89        18.32        18.32         1630.48         2160.03
            52614745              37        22.62        22.62          836.94         1045.25
            80437590              89        12.47        12.47         1109.83         1575.30
            84777768              66        11.40        11.40          752.40          958.98
            63758855              39        11.25        11.25          438.75          573.30
            60123854              80        22.90        22.90         1832.00         2107.20
            82011078              13        18.39        18.39          239.07          302.64
            83480974              83        23.94        23.94         1987.02         2450.99
            65853384              51        18.67        18.67          952.17         1150.56
            40095023              62        18.63        18.63         1155.06         1507.22
            24955147             100        15.08        15.08         1508.00         2076.00
            40749682              96        14.45        14.45         1387.20         1872.00
            69730813              84        12.39        12.39         1040.76         1481.76
            57301383              68        15.52        15.52         1055.36         1459.28
            43771833              50        18.24        18.24          912.00         1076.00
            55344433              71        29.00        29.00         2059.00         2438.85
            27270146              81        23.52        23.52         1905.12         2239.65
            80767659              23        26.89        26.89          618.47          733.24
            71912539               9        13.96        13.96          125.64          173.25
            74877073              90        19.64        19.64         1767.60         2038.50
            83740526              23        19.56        19.56          449.88          519.57
            49559225              94        21.63        21.63         2033.22         2551.16
            38944334              93        13.73        13.73         1276.89         1721.43
            79065482              77        15.63        15.63         1203.51         1627.01
            81252880              16        14.36        14.36          229.76          288.64
            31081490               1        20.71        20.71           20.71           24.06
            21094940              53        12.59        12.59          667.27          917.43
            80581530              95        11.64        11.64         1105.80         1519.05
            21314622              60        18.99        18.99         1139.40         1451.40
            44560715              50        13.19        13.19          659.50          883.50
            24388225              28        17.90        17.90          501.20          633.92
            32216703              97        23.12        23.12         2242.64         2796.51
            77430412              70        29.20        29.20         2044.00         2411.50
            27176633              51        12.76        12.76          650.76          827.22
            47216256              83        24.21        24.21         2009.43         2491.66
            43151607              65        13.59        13.59          883.35         1245.40
            72591229              27        15.58        15.58          420.66          551.07
            30418386              42        23.72        23.72          996.24         1180.62
            88046718              25        22.56        22.56          564.00          687.25
            60027243              72        19.48        19.48         1402.56         1794.96
            71387635              81        14.74        14.74         1193.94         1451.52
            47296985               1        10.99        10.99           10.99           15.81
            74375297              31        12.28        12.28          380.68          564.51
            18982295              44        21.43        21.43          942.92         1131.24
            77189549              21        21.15        21.15          444.15          517.44
            21390393              99        10.14        10.14         1003.86         1394.91
            55000517              95        11.84        11.84         1124.80         1459.20
            14578137              41        16.99        16.99          696.59          872.07
            62963680              36        17.16        17.16          617.76          810.00
            15039599               1        21.53        21.53           21.53           26.95
            70811150              90        27.85        27.85         2506.50         3013.20
            15963630               5        29.36        29.36          146.80          164.65
            38561693              47        18.00        18.00          846.00         1034.00
            29022294              63        14.43        14.43          909.09         1148.49
            11531675              85        10.99        10.99          934.15         1369.35
            77465093              70        16.94        16.94         1185.80         1598.10
            36386359              60        12.09        12.09          725.40         1032.60
            21291543              84        21.88        21.88         1837.92         2331.84
            66314342              42        21.79        21.79          915.18         1158.36
            37948824              62        25.06        25.06         1553.72         1777.54
            21523085              56        18.54        18.54         1038.24         1282.40
            29134137              49        13.61        13.61          666.89          921.69
            53741016              54        23.69        23.69         1279.26         1463.40
            53904146              33        29.37        29.37          969.21         1162.26
            60384491              55        28.17        28.17         1549.35         1789.15
            39941194              44        19.12        19.12          841.28         1026.52
            31650412              77        28.82        28.82         2219.14         2497.11
            39635549               8        28.02        28.02          224.16          266.56
            31665020              26        15.76        15.76          409.76          488.28
            46288741              98        26.86        26.86         2632.28         3196.76
            41555059              44        27.38        27.38         1204.72         1450.68
            67167784               7        20.82        20.82          145.74          168.56
            40171345              51        17.93        17.93          914.43         1074.06
            79195238              21        11.38        11.38          238.98          333.06
            79334055              46        26.54        26.54         1220.84         1415.42
            63798705              29        25.13        25.13          728.77          894.65
            71540862              46        25.58        25.58         1176.68         1393.80
            32728517              82        15.43        15.43         1265.26         1605.56
            39898842               8        20.69        20.69          165.52          203.36
            81252880              16        14.36        14.36          229.76          288.64
            34549045               7        13.67        13.67           95.69          116.69
            33686751              46        20.10        20.10          924.60         1092.04
            23180207              23        21.63        21.63          497.49          593.17
            78629863               8        24.51        24.51          196.08          226.48
            44928407              38        14.42        14.42          547.96          761.14
            34751590              46        12.60        12.60          579.60          759.92
            65014865              54        28.95        28.95         1563.30         1851.12
            40160899              46        10.83        10.83          498.18          668.38
            75529079              28        29.27        29.27          819.56          926.24
            18398033              13        29.16        29.16          379.08          418.86
            79900665              22        21.35        21.35          469.70          549.78
            17559533              50        24.91        24.91         1245.50         1528.50
            43984612              76        25.76        25.76         1957.76         2394.76
            85699860              21        20.28        20.28          425.88          490.77
            76254359              49        10.58        10.58          518.42          721.77
            14379934              45        29.70        29.70         1336.50         1492.65
            68324629               6        24.98        24.98          149.88          183.66
            32407988              15        28.85        28.85          432.75          519.75
            52700852              67        28.70        28.70         1922.90         2129.93
            47533952              96        11.85        11.85         1137.60         1515.84
            19121129              99        11.37        11.37         1125.63         1469.16
            29435965              39        25.28        25.28          985.92         1217.97
            18977685              81        16.39        16.39         1327.59         1649.16
            26782989              32        17.16        17.16          549.12          669.76
            35071419              50        18.92        18.92          946.00         1144.00
            16618211              24        17.44        17.44          418.56          498.72
            69855441              96        15.56        15.56         1493.76         1801.92
            31396612              63        15.52        15.52          977.76         1329.93
            45117011             100        19.02        19.02         1902.00         2456.00
            41989446              16        22.21        22.21          355.36          436.16
            46318094              53        13.39        13.39          709.67          993.22
            17461679              54        10.76        10.76          581.04          903.96
            13174473              91        29.75        29.75         2707.25         3246.88
            40278707              84        20.15        20.15         1692.60         2041.20
            35539581              17        16.74        16.74          284.58          376.21
            37303335              98        14.00        14.00         1372.00         1865.92
            51080942              56        23.57        23.57         1319.92         1629.04
            33483040              55        24.25        24.25         1333.75         1566.40
            75630018              41        10.08        10.08          413.28          642.88
            74497902              82        20.00        20.00         1640.00         1903.22
            77514121              29        23.08        23.08          669.32          765.02
            72247784              90        11.52        11.52         1036.80         1553.40
            71327423              62        27.16        27.16         1683.92         1969.74
            23132529              24        24.77        24.77          594.48          680.16
            11303142              47        10.56        10.56          496.32          768.45
            50295179              88        23.09        23.09         2031.92         2472.80
            35537534              60        27.18        27.18         1630.80         1929.60
            44493871              38        21.74        21.74          826.12          945.44
            19103941              66        25.55        25.55         1686.30         1900.14
            22662424               1        11.84        11.84           11.84           15.28
            81912584              99        26.86        26.86         2659.14         3162.06
            85699185              26        13.43        13.43          349.18          499.98
            76147512              40        24.26        24.26          970.40         1096.00
            52715440              86        16.72        16.72         1437.92         1724.30
            64853503              41        12.51        12.51          512.91          689.62
            78039357              82        16.45        16.45         1348.90         1836.80
            54366510              24        13.73        13.73          329.52          445.92
            69384947              99        12.41        12.41         1228.59         1658.25
            72216160               2        10.67        10.67           21.34           29.44
            31917171              58        23.27        23.27         1349.66         1582.82
            86578282              36        29.59        29.59         1065.24         1206.36
            43849621              22        20.16        20.16          443.52          524.04
            86767861              93        16.94        16.94         1575.42         2085.99
            46182485              57        11.19        11.19          637.83          896.61
            68740451               3        10.94        10.94           32.82           48.42
            28232368              63        19.07        19.07         1201.41         1510.74
            80858072              98        13.32        13.32         1305.36         1655.22
            32945551              21        21.25        21.25          446.25          548.10
            56030075              46        18.62        18.62          856.52         1049.26
            78907535              46        22.91        22.91         1053.86         1256.72
            47578754              90        26.20        26.20         2358.00         2739.60
            38932471              34        12.93        12.93          439.62          589.22
            69730813              84        12.39        12.39         1040.76         1481.76
            21323997              81        12.74        12.74         1031.94         1311.39
            58445058               2        21.96        21.96           43.92           54.82
            77189549              21        21.15        21.15          444.15          517.44
            26383509              27        22.91        22.91          618.57          733.05
            86414890              27        10.02        10.02          270.54          389.34
            50019335              63        18.86        18.86         1188.18         1451.52
            57630177              38        26.52        26.52         1007.76         1132.78
            43051474              81        20.39        20.39         1651.59         2041.20
            80924508              94        23.82        23.82         2239.08         2645.16
            50134836               8        27.71        27.71          221.68          251.84
            29884085              52        26.47        26.47         1376.44         1583.92
            50536431              89        26.48        26.48         2356.72         2668.22
            75630018              41        10.08        10.08          413.28          642.88
            88563106              11        11.74        11.74          129.14          176.11
            31917171              58        23.27        23.27         1349.66         1582.82
            35303316              84        10.96        10.96          920.64         1178.52
            49996948              32        21.50        21.50          688.00          852.48
            34763532              86        15.68        15.68         1348.48         1820.62
            27640169              59        10.52        10.52          620.68          905.65
            13045439              80        20.24        20.24         1619.20         1920.00
            59333352              73        25.88        25.88         1889.24         2148.39
            22142782              41        17.65        17.65          723.65          893.80
            41610696               9        14.03        14.03          126.27          155.70
            85466608              62        12.70        12.70          787.40          999.44
            23375463              13        15.85        15.85          206.05          261.95
            61677125              39        27.05        27.05         1054.95         1270.23
            60027243              72        19.48        19.48         1402.56         1794.96
            31187804              66        20.23        20.23         1335.18         1680.36
            44928407              38        14.42        14.42          547.96          761.14
            38917581              77        26.47        26.47         2038.19         2392.39
            30174319              22        29.51        29.51          649.22          735.46
            79170842              16        29.59        29.59          473.44          556.00
            78206035              11        25.00        25.00          275.00          332.09
            77086936              79        19.91        19.91         1572.89         2038.99
            71852096              57        26.92        26.92         1534.44         1750.47
            19784361               6        18.19        18.19          109.14          127.20
            59142280              97        20.84        20.84         2021.48         2443.43
            71351528              91        18.02        18.02         1639.82         1980.16
            76502369               7        12.35        12.35           86.45          115.29
            16643747              76        20.80        20.80         1580.80         2025.40
            77803747              70        26.72        26.72         1870.40         2081.80
            35304393              38        29.75        29.75         1130.50         1279.08
            43715790              31        27.98        27.98          867.38          982.08
            32407988              15        28.85        28.85          432.75          519.75
            56884152               4        15.70        15.70           62.80           85.04
            85525597              18        17.05        17.05          306.90          403.56
            15276046              96        15.72        15.72         1509.12         1864.32
            27176633              51        12.76        12.76          650.76          827.22
            40176566              78        23.29        23.29         1816.62         2280.72
            17692750              97        18.54        18.54         1798.38         2256.22
            37761798              48        13.31        13.31          638.88          862.56
            60289116               3        14.50        14.50           43.50           56.73
            38280325              17        12.94        12.94          219.98          272.17
            81946005              22        19.90        19.90          437.80          534.38
            39458442              23        20.49        20.49          471.27          599.38
            28342656               2        26.18        26.18           52.36           61.64
            37761798              48        13.31        13.31          638.88          862.56
            40299841              50        28.50        28.50         1425.00         1594.50
            56411306              64        10.97        10.97          702.08         1064.96
            62111634               1        16.41        16.41           16.41           19.97
            58485457               5        23.64        23.64          118.20          140.90
            77514121              29        23.08        23.08          669.32          765.02
            44735928               9        27.18        27.18          244.62          285.84
            29257517              83        10.76        10.76          893.08         1156.19
            77803747              70        26.72        26.72         1870.40         2081.80
            80767659              23        26.89        26.89          618.47          733.24
            56827836              55        15.74        15.74          865.70         1109.35
            54221156              93        13.04        13.04         1212.72         1685.16
            65237455              56        12.63        12.63          707.28          973.84
            72771191               3        17.78        17.78           53.34           69.93
            49493175              39        14.55        14.55          567.45          742.17
            36386359              60        12.09        12.09          725.40         1032.60
            83391843              30        20.31        20.31          609.30          710.10
            56030075              46        18.62        18.62          856.52         1049.26
            77435552              39        12.08        12.08          471.12          675.87
            11458375             100        18.51        18.51         1851.00         2168.00
            39347416              68        18.06        18.06         1228.08         1610.24
            53717044              66        16.04        16.04         1058.64         1358.94
            57978117              10        28.15        28.15          281.50          336.10
            56222908              32        15.37        15.37          491.84          647.04
            83582158              67        22.44        22.44         1503.48         1762.10
            31050885              78        18.33        18.33         1429.74         1712.10
            35390230              73        26.80        26.80         1956.40         2335.27
            88491828              34        29.57        29.57         1005.38         1164.16
            62028894              95        28.44        28.44         2701.80         3158.75
            77086674              85        18.06        18.06         1535.10         2029.80
            58759637              78        15.20        15.20         1185.60         1420.38
            43548519              44        13.50        13.50          594.00          745.80
            31650412              77        28.82        28.82         2219.14         2497.11
            53016903              16        11.19        11.19          179.04          252.64
            74435780              64        24.09        24.09         1541.76         1893.12
            27572106              22        25.71        25.71          565.62          694.32
            72216160               2        10.67        10.67           21.34           29.44
            57667879              22        16.21        16.21          356.62          484.88
            44481271              78        27.03        27.03         2108.34         2512.38
            66125098              44        22.44        22.44          987.36         1250.04
            38932471              34        12.93        12.93          439.62          589.22
            11587650              37        10.76        10.76          398.12          552.04
            72771191               3        17.78        17.78           53.34           69.93
            77189549              21        21.15        21.15          444.15          517.44
            79900665              22        21.35        21.35          469.70          549.78
            34189844              93        16.77        16.77         1559.61         1946.49
            72874936               5        18.34        18.34           91.70          114.80
            42884653              91        15.56        15.56         1415.96         1758.12
            31641263              48        20.95        20.95         1005.60         1256.16
            14379934              45        29.70        29.70         1336.50         1492.65
            80101956              97        23.40        23.40         2269.80         2740.25
            88452976              45        13.45        13.45          605.25          802.35
            64853503              41        12.51        12.51          512.91          689.62
            43849621              22        20.16        20.16          443.52          524.04
            60410146              21        26.93        26.93          565.53          679.14
            18422552             100        22.06        22.06         2206.00         2726.00
            44603982              11        14.04        14.04          154.44          207.57
            22442765              20        14.24        14.24          284.80          367.80
            56044625              77        26.84        26.84         2066.68         2310.00
            58810322               4        19.17        19.17           76.68          100.12
            50134836               8        27.71        27.71          221.68          251.84
            26383509              27        22.91        22.91          618.57          733.05
            34389249              83        17.68        17.68         1467.44         1874.14
            44137228              61        23.26        23.26         1418.86         1675.06
            28062267              47        14.68        14.68          689.96          848.82
            77435552              39        12.08        12.08          471.12          675.87
            46132369              64        28.23        28.23         1806.72         2069.76
            58038988              62        13.42        13.42          832.04         1096.78
            37761798              48        13.31        13.31          638.88          862.56
            28062267              47        14.68        14.68          689.96          848.82
            67515582              61        17.43        17.43         1063.23         1255.99
            55396347              65        12.49        12.49          811.85         1172.60
            15963630               5        29.36        29.36          146.80          164.65
            43891580              46        11.44        11.44          526.24          741.98
            25372090              93        17.27        17.27         1606.11         2138.07
            76076746              64        15.72        15.72         1006.08         1234.56
            77085365              41        22.53        22.53          923.73         1093.06
            73657743              49        19.68        19.68          964.32         1149.54
            81982758              56        10.68        10.68          598.08          831.04
            88491828              34        29.57        29.57         1005.38         1164.16
            81735019              16        25.51        25.51          408.16          502.88
            43941327              31        12.59        12.59          390.29          512.74
            56044625              77        26.84        26.84         2066.68         2310.00
            43771833              50        18.24        18.24          912.00         1076.00
            82701870              86        10.09        10.09          867.74         1309.78
            85525597              18        17.05        17.05          306.90          403.56
            76147512              40        24.26        24.26          970.40         1096.00
            26782989              32        17.16        17.16          549.12          669.76
            74543762              61        12.57        12.57          766.77         1028.46
            88491828              34        29.57        29.57         1005.38         1164.16
            66910032              10        12.87        12.87          128.70          171.10
            40176566              78        23.29        23.29         1816.62         2280.72
            64349453              14        18.46        18.46          258.44          333.76
            38280325              17        12.94        12.94          219.98          272.17
            14375908              58        15.24        15.24          883.92         1152.46
            75268158              29        13.03        13.03          377.87          546.36
            38334221               7        26.57        26.57          185.99          224.42
            49996948              32        21.50        21.50          688.00          852.48
            12968942              80        18.72        18.72         1497.60         1797.60
            31641263              48        20.95        20.95         1005.60         1256.16
            21291543              84        21.88        21.88         1837.92         2331.84
            20766559              15        17.28        17.28          259.20          328.20
            62028894              95        28.44        28.44         2701.80         3158.75
            37195393              94        25.99        25.99         2443.06         2817.18
            35537534              60        27.18        27.18         1630.80         1929.60
            48583427              80        15.99        15.99         1279.20         1654.40
            87951178              60        18.19        18.19         1091.40         1402.20
            33483040              55        24.25        24.25         1333.75         1566.40
            48635725              21        18.82        18.82          395.22          498.12
            43436020              40        25.86        25.86         1034.40         1239.60
            19784361               6        18.19        18.19          109.14          127.20
            77430412              70        29.20        29.20         2044.00         2411.50
            70401508              98        28.82        28.82         2824.36         3335.92
            49263193              93        29.39        29.39         2733.27         3244.77
            31761910              89        17.84        17.84         1587.76         2047.89
            27240862              43        28.12        28.12         1209.16         1345.04
            62111634               1        16.41        16.41           16.41           19.97
            78122228              85        13.73        13.73         1167.05         1576.75
            47533952              96        11.85        11.85         1137.60         1515.84
            88189478              86        15.24        15.24         1310.64         1681.30
            39458442              23        20.49        20.49          471.27          599.38
            87209284              91        27.20        27.20         2475.20         2859.22
            68849001              21        11.90        11.90          249.90          326.76
            80858072              98        13.32        13.32         1305.36         1655.22
            23375463              13        15.85        15.85          206.05          261.95
            29435965              39        25.28        25.28          985.92         1217.97
            54221156              93        13.04        13.04         1212.72         1685.16
            64853503              41        12.51        12.51          512.91          689.62
            79490708              84        10.37        10.37          871.08         1281.00
            81379037              14        27.74        27.74          388.36          441.84
            15039599               1        21.53        21.53           21.53           26.95
            86578282              36        29.59        29.59         1065.24         1206.36
            42578554              20        17.59        17.59          351.80          428.80
            38944334              93        13.73        13.73         1276.89         1721.43
            87553231              70        23.79        23.79         1665.30         1974.00
            77514121              29        23.08        23.08          669.32          765.02
            24467721               3        15.72        15.72           47.16           65.13
            21314622              60        18.99        18.99         1139.40         1451.40
            48509677               4        25.20        25.20          100.80          118.84
            49559225              94        21.63        21.63         2033.22         2551.16
